bibnumber,name,gender,age,genderdiv,division,overallplace,pace,split5k,split10k,split20k,split25k,split30k,split35k,split40k,splithalf,officialtime,city,state,country,ctz
301,"Rand, Matt",M,22,115,108,134,5.83,16.98,33.87,68,85.03,103.07,122.43,143.08,71.67,152.85,Alexandria,VA,USA,
137,"Schallner, Nils",M,33,116,109,135,5.83,16.92,33.92,69.92,88.27,107.43,126.65,144.85,73.73,152.88,Cambridge,MA,USA,GER
403,"Cusick, Francis J",M,27,117,110,136,5.85,17.53,35.38,70.9,88.67,106.67,125.47,144.73,74.77,152.97,Lexington,MA,USA,
539,"Hammer, Peter E.",M,47,118,2,137,5.85,18.5,36.85,73.43,91.47,109.7,127.75,145.22,77.38,153.03,Needham,MA,USA,
373,"Williams, Scott D.",M,35,119,111,138,5.85,18.02,36.4,72.85,90.92,109.03,127.25,145.32,76.78,153.07,Asheville,NC,USA,
88,"Duca, Francesco",M,40,120,7,139,5.85,16.35,32.98,67.1,84.05,101.82,121.95,143.22,70.78,153.07,Cordignano (tv),,ITA,
F29,"Erb, Esther",F,28,20,20,140,5.85,18.18,36.47,73.28,91.18,109.17,127.55,145.32,77.32,153.25,Lambertville,NJ,USA,
341,"Cech, Jay",M,36,121,112,141,5.87,17.65,35.67,72.2,90.58,109.2,127.48,145.5,76.25,153.43,Portland,OR,USA,
43,"Burdick, Jared",M,27,122,113,142,5.87,16.72,33.35,67.15,84.22,102.95,123.65,144.12,70.83,153.43,Manlius,NY,USA,
375,"Weissinger, Mathew J.",M,27,123,114,143,5.87,17.67,35.57,70.88,88.07,105.4,123.87,143.55,74.63,153.48,Northampton,MA,USA,
537,"Decker, Byrne",M,47,124,3,144,5.87,17.98,36.18,72.85,91,109.12,127.53,145.45,76.85,153.6,Yarmouth,ME,USA,
F22,"Higuchi, Noriko",F,28,21,21,145,5.87,17.5,35.2,70.8,88.73,107.23,126.48,145.47,74.73,153.65,Kyoto,,JPN,
248,"Moreland, Jeffrey",M,36,125,115,146,5.87,18.42,36.4,72.27,89.92,108.23,127.15,145.37,76.15,153.75,Reno,NV,USA,
685,"Handelman, Mark",M,27,126,116,147,5.88,17.9,35.5,70.85,88.75,107.13,126.03,145.7,74.65,153.88,Missoula,MT,USA,
343,"Ash, Alan",M,22,127,117,148,5.88,17.98,35.9,72.07,90.12,108.67,127.52,145.9,76.03,153.9,Atmore,AL,USA,
200,"Williams, Richard M.",M,27,128,118,149,5.88,17.88,35.83,72.17,90.45,109.12,127.82,146.12,76.17,153.98,Somerville,MA,USA,
48,"Fujimatsu, Toshiyuki",M,26,129,119,150,5.88,15.58,31.87,65.82,83.45,101.88,123.35,144.87,69.5,154.03,Tokyo,,JPN,
171,"Shute, Geoffrey",M,38,130,120,151,5.88,17.57,35.52,71.68,89.72,108.25,127.15,145.73,75.62,154.03,Woodbury,NJ,USA,
256,"Henry, Justin",M,30,131,121,152,5.88,18.23,35.8,71.5,89.25,107.87,126.73,145.33,75.37,154.03,Lafayette,CO,USA,
545,"Ma, Liangwu",M,45,132,4,153,5.88,17.58,35.6,72.03,90.35,109.15,127.98,146.28,76,154.05,Chuxiong,,CHN,
289,"Toland, Hugh J. IV",M,33,133,122,154,5.88,17.7,35.02,69.98,87.55,106.12,125.92,145.55,73.8,154.08,Bristow,VA,USA,
420,"Naegeli, Jacob W",M,24,134,123,155,5.88,17.3,34.82,71.02,89.15,108.08,127.2,145.83,74.92,154.1,Barnesville,OH,USA,
212,"Cater-Cyker, Zachary",M,29,135,124,156,5.88,18.08,35.7,71.4,89.37,108.13,127.22,146.07,75.25,154.13,Houston,TX,USA,
952,"Hughes, Brian",M,25,136,125,157,5.88,18.2,36.37,72.53,90.27,108.48,127.05,145.63,76.4,154.18,Brookline,MA,USA,
42,"Ornelas, Zachary A.",M,22,137,126,158,5.9,16.22,32.53,66.22,83.83,102.23,123.3,144.42,70.05,154.28,Ann Arbor,MI,USA,
365,"Erekson, Joshua B.",M,36,138,127,159,5.9,18.52,36.82,72.93,91.13,109.57,128,146.27,76.88,154.28,Salt Lake City,UT,USA,
381,"Anis, Michael",M,32,139,128,160,5.9,17.98,35.92,72.57,90.87,109.62,128.03,146.15,76.53,154.3,Highland Park,NJ,USA,
286,"Mah, Christopher",M,30,140,129,161,5.9,18.22,36.32,72.4,90.28,108.55,127.23,145.92,76.3,154.37,Seattle,WA,USA,
622,"Korhonen, Jonathan P.",M,31,141,130,162,5.9,17.63,35.65,71.67,89.63,108.27,127.18,145.92,75.53,154.38,Somerville,MA,USA,
158,"Burnstein, Mike",M,24,142,131,163,5.9,17.1,34.15,69.77,88.32,107.38,126.93,146.27,73.85,154.4,Brookline,MA,USA,
672,"Stults, Daniel",M,28,143,132,164,5.9,17.22,34.8,70.12,87.92,106.9,126.17,145.68,73.98,154.5,Brentwood,MO,USA,
506,"Cabada, Lupe",M,28,144,133,165,5.9,17.45,34.9,70.55,88.42,107,126.28,145.68,74.45,154.52,Reno,NV,USA,
1175,"Chalmers, Andrew",M,24,145,134,166,5.9,17.93,35.67,71.15,88.9,107.57,126.6,145.8,75.02,154.52,Cambridge,MA,USA,
298,"Edstrom, Dan",M,37,146,135,167,5.9,18.07,35.72,71.92,90.22,109.03,127.78,146.47,75.9,154.6,Denver,CO,USA,
328,"Del Monaco, Mark D",M,26,147,136,168,5.9,17.95,36.02,71.9,89.7,108.28,127.12,146.1,75.77,154.62,Boulder,CO,USA,
864,"Pfruender, Justin",M,33,148,137,169,5.9,17.97,35.77,71.33,89.23,107.55,126.5,145.82,75.25,154.63,Winston Salem,NC,USA,
390,"Bennett, Mark",M,53,149,1,170,5.9,17.98,35.98,72.53,90.75,109.57,128.33,146.55,76.48,154.68,Vancouver,BC,CAN,
1001,"Kennedy, Morgan",M,26,150,138,171,5.9,18.83,37.68,75.05,93.32,111.95,130.18,147.18,79.03,154.68,Grafton,MA,USA,
408,"Fernandez, Douglas",M,53,151,2,172,5.92,17.77,35.97,72.93,91.4,109.83,128.5,146.63,77.05,154.72,Richmond,VA,USA,
708,"Trevino, Joshua",M,30,152,139,173,5.92,18.72,36.6,72.48,90.3,108.9,127.38,145.87,76.32,154.72,Phoenix,AZ,USA,
1385,"Krebs, Justin",M,39,153,140,174,5.92,18.43,36.47,72.08,89.88,107.8,126.07,145.15,76.03,154.8,York,PA,USA,
142,"Savard Gagnon, David",M,32,154,141,175,5.92,16.87,33.92,69.62,87.87,107.98,127.5,146.57,73.5,154.9,Baie-St-Paul,QC,CAN,
F33,"Cummings, Sarah",F,25,22,22,176,5.92,18.2,36.48,73.3,91.52,109.83,128.48,146.8,77.32,154.95,New York,NY,USA,
150,"Darda, Joseph",M,26,155,142,177,5.92,17.07,34.12,68.53,86.82,106.33,126.58,146.57,72.42,154.97,Willimantic,CT,USA,
176,"Roth, Mike",M,25,156,143,178,5.92,17.57,35.63,71.8,89.78,108.35,127.35,146.52,75.73,155.02,Detroit,MI,USA,
485,"Mollak, Justin R",M,29,157,144,179,5.92,18.17,36.17,72.77,90.9,109.17,127.83,146.88,76.78,155.03,Omaha,NE,USA,
1601,"Gonzalez, Manuel A.",M,24,158,145,180,5.92,18.48,36.65,73.12,91.03,109.17,127.68,146.4,77.12,155.03,Roxbury,MA,USA,
326,"Kessler, Jason",M,34,159,146,181,5.92,17.07,34.2,69.35,87.05,105.68,125.73,145.83,73.27,155.08,Perrysburg,OH,USA,
236,"Dockemeyer, Kevin J.",M,27,160,147,182,5.92,17.13,34.88,71.18,89.4,108.2,127.13,146.15,75.12,155.1,Wilmington,IL,USA,
166,"Pearson, Neil F.",M,41,161,8,183,5.92,17.08,34.4,69.62,87.45,106.07,126.08,146.38,73.5,155.1,Rozelle,,AUS,GBR
F32,"Dionne, Hilary K.",F,28,23,23,184,5.92,18.2,36.48,73.3,91.5,109.83,128.48,146.7,77.32,155.13,Charlestown,MA,USA,
239,"Warwick, Kurt",M,25,162,148,185,5.93,16.93,34.37,70.63,89.02,108.33,127.55,146.68,74.57,155.15,Clinton,WA,USA,
397,"Daguanno, Anthony J. Jr.",M,37,163,149,186,5.93,18.35,36.42,72.88,91.1,109.87,128.6,147.08,76.88,155.2,Portland,OR,USA,
84,"Hartshorn, Chris M.",M,42,164,9,187,5.93,16.4,33.43,68.55,86.8,106.13,126.17,146,72.47,155.23,Concord,MA,USA,NZL
789,"Madrigal, Benjamin",M,27,165,150,188,5.93,17.58,35.17,70.65,88.6,108.08,127.8,146.57,74.45,155.25,Madera,CA,USA,
263,"Beedell, Thomas C.",M,27,166,151,189,5.93,17.75,35.77,71.82,89.93,108.47,127.45,146.47,75.83,155.37,Brentwood,,GBR,
413,"Turner, Jeff",M,41,167,10,190,5.93,18.6,37.08,74.08,92.45,111.02,129.53,147.48,78.17,155.4,Phoenix,AZ,USA,
167,"Manning, Matthew",M,34,168,152,191,5.93,17.87,35.65,72,90.18,109.08,128.43,147.05,75.97,155.4,Katy,TX,USA,
402,"Dal Pastro, Juan Jose J. Sr.",M,40,169,11,192,5.93,17.12,34.83,71,89.15,108.28,127.85,146.95,74.92,155.4,Rosario,,ARG,
2358,"Johannsen, Trevor P",M,26,170,153,193,5.93,19.18,37.15,72.78,90.85,109.57,128.57,147.27,76.7,155.42,Lawrence,KS,USA,
354,"Ritchie, Tom",M,40,171,12,194,5.93,18.17,35.63,70.95,88.77,108,127.97,147.47,74.75,155.45,Anchorage,AK,USA,
480,"Valenzona, Damon K.",M,27,172,154,195,5.93,18.17,36.38,72.8,91.07,109.82,128.7,147.58,76.77,155.5,San Diego,CA,USA,
425,"Fraser, Kyle",M,33,173,155,196,5.93,17.12,34.63,70.5,88.63,107.68,127.28,146.87,74.45,155.53,Milwaukee,WI,USA,
347,"Aguero, Matt",M,33,174,156,197,5.93,18.52,37.03,74.03,92.23,110.82,129.18,147.53,78.03,155.55,Shawnee,OK,USA,
314,"Aubert, Nic",M,26,175,157,198,5.95,17.55,34.87,70.22,88.18,107.2,126.77,146.65,74.07,155.58,Chicago,IL,USA,
233,"Yamanaka, Yuji",M,42,176,13,199,5.95,16.8,34.17,69.97,88.05,107.02,126.83,146.62,73.78,155.65,Saitama-Ken Pref,,JPN,
1366,"Raffetto, Louis",M,32,177,158,200,5.95,18.07,36.43,73,91.03,109.47,128.08,147.23,76.95,155.65,Canton,MA,USA,
82,"Ryf, Jason",M,43,178,14,201,5.95,16.4,33,67.3,84.8,103.27,122.58,146.07,71.08,155.67,Oshkosh,WI,USA,
541,"Conron, Jeff",M,31,179,159,202,5.95,18.62,37.08,73.68,92.38,111.05,129.58,147.75,77.68,155.67,Toronto,ON,CAN,
1473,"Batzel, Dane W.",M,36,180,160,203,5.95,18.45,37.17,74.82,93.35,111.97,130.2,148.07,78.97,155.75,Arlington,TX,USA,
634,"Andrews, Joshua",M,25,181,161,204,5.95,18.4,36.8,73.5,91.68,110.3,129.15,147.68,77.48,155.82,Portsmouth,NH,USA,
938,"Forgach, Peter",M,25,182,162,205,5.95,18.48,36.98,73.43,91.3,109.42,127.68,146.75,77.37,155.82,Long Branch,NJ,USA,
382,"Sutter, Brian E",M,22,183,163,206,5.95,17.55,35.13,72.63,90.97,109.75,129.02,147.78,76.55,155.88,Monroe,WA,USA,
1172,"Lloyd, Steve",M,32,184,164,207,5.95,18.27,36.38,72.57,90.6,108.88,127.92,147.2,76.5,155.92,San Francisco,CA,USA,
292,"Johnston, Charlie T.",M,31,185,165,208,5.95,17.95,35.83,71.95,90.22,109.3,128.72,147.63,75.9,155.97,Sparks,NV,USA,
649,"Sinclair, David A.",M,22,186,166,209,5.97,17.33,34.93,70.57,88.62,107.65,127.12,147.38,74.45,156.03,Burlington,VT,USA,
837,"Compton, John W",M,28,187,167,210,5.97,18.58,36.88,73.65,92.02,110.55,129.07,147.68,77.68,156.05,Charlotte,NC,USA,
147,"Favela, Emisael",M,37,188,168,211,5.97,17.62,34.98,70.62,88.37,106.82,126.53,147.08,74.5,156.23,Berwyn,IL,USA,
410,"Jensen, Christopher",M,32,189,169,212,5.97,18.72,37.1,74.22,92.65,111.38,130.23,148.17,78.22,156.25,Marion,IA,USA,
234,"Donaghy, Roger",M,35,190,170,213,5.97,18.37,36.92,74.17,92.65,111.37,130.13,148.38,78.23,156.28,Belmont,MA,USA,
520,"Stewart, Simon",M,40,191,15,214,5.97,17.97,36.23,73.22,91.77,110.62,129.53,148.15,77.25,156.3,Edmonton,AB,CAN,GBR
1244,"Silva, Paulo",M,30,192,171,215,5.97,18.27,36.33,72.73,90.8,109.43,128.48,147.6,76.7,156.3,New York,NY,USA,BRA
1110,"Lader, Rick",M,28,193,172,216,5.97,18.15,36.32,72.88,91.13,109.8,128.7,147.77,76.82,156.42,Fairbanks,AK,USA,
123,"McCalmon, Ryan D.",M,38,194,173,217,5.97,17.12,34.15,68.55,87.08,106.82,127.27,147.6,72.4,156.42,Belmont,MA,USA,
599,"Smart, Larry",M,44,195,16,218,5.97,18.68,37.25,74.3,92.62,111.1,129.58,148.1,78.27,156.43,Tampa,FL,USA,
247,"White, Alex",M,29,196,174,219,5.98,19,38.15,75.35,93.77,112.15,130.53,148.68,79.42,156.53,Somerville,MA,USA,
947,"Robinson, Knox",M,39,197,175,220,5.98,17.63,35.57,72.22,90.43,109.23,128.4,147.75,76.25,156.65,Beacon,NY,USA,
668,"Prindiville, Brendan D.",M,37,198,176,221,5.98,18.4,37.02,74.4,92.93,111.73,130.38,148.48,78.47,156.73,Boston,MA,USA,
F102,"Simon, Lidia",F,40,24,1,222,5.98,18.2,36.48,73.5,92.3,111.57,130.75,148.9,77.57,156.78,Boulder,CO,USA,ROU
218,"Karbelk, Jason",M,27,199,177,223,5.98,17.38,34.78,70.15,88.27,107.68,128.12,147.88,74.02,156.8,Daly City,CA,USA,
357,"Carrier, Chris P",M,29,200,178,224,5.98,18.6,37.1,74.32,92.75,111.58,130.37,148.87,78.33,156.88,Richmond,VA,USA,
1995,"La Gerche, Andre",M,40,201,17,225,6,17.82,35.03,70.4,88.3,107.15,127.1,147.95,74.25,156.88,Camberwell,,AUS,
905,"Bartosz, Daniel L.",M,37,202,179,226,6,18.83,37.43,74.62,93.2,111.87,130.53,148.83,78.72,157.07,Portand,OR,USA,
216,"Mcnamara, Brian",M,31,203,180,227,6,17.28,34.7,70.13,88.25,107.42,127.63,147.95,74.02,157.08,Cambridge,MA,USA,
612,"McCormick, Marty",M,34,204,181,228,6,18.3,36.47,73.35,92.12,111.3,130.42,149.03,77.38,157.1,Arlington,VA,USA,
F39,"Walkonen, Andrea R.",F,27,25,24,229,6,18.2,36.47,73.32,91.72,110.68,129.97,148.95,77.32,157.1,Lebanon,NH,USA,
1308,"Kustec, Gregor",M,42,205,18,230,6,17.9,36.1,72.7,90.98,109.78,129.17,148.2,76.72,157.12,Skofja Loka,,SLO,
426,"Santos, Nicolas",M,35,206,182,231,6,18.15,36.37,73.77,92.5,111.33,130.4,148.97,77.83,157.15,Bogota,,COL,
707,"Heird, Joshua W.",M,33,207,183,232,6,18.17,36.12,72.12,90.1,108.7,128.05,148,76.05,157.15,Louisville,KY,USA,
3374,"Wann, Connor",M,24,208,184,233,6,18.38,36.6,73.48,91.72,110.58,129.58,148.67,77.43,157.18,Oklahoma City,OK,USA,
760,"Hyland, Sean P.",M,29,209,185,234,6,18.02,36.03,72.62,91.02,109.9,129.15,148.87,76.63,157.18,Andover,MA,USA,
324,"Lee, Kam S",M,45,210,5,235,6,17.73,36.2,73.45,91.92,110.92,129.97,148.82,77.47,157.22,Middleburg Heights,OH,USA,
470,"Garrity, Jason M",M,27,211,186,236,6,17.85,35.63,72.08,90.18,109,128.28,148.17,76.03,157.25,Topsfield,MA,USA,
486,"Erhardt, Daniel P",M,27,212,187,237,6,19.1,37.88,75.37,93.9,112.42,130.85,149.23,79.4,157.28,Madison,WI,USA,
4562,"Edwards, Steve A.",M,34,213,188,238,6,18.1,36.93,74.3,92.22,110.68,129.63,148.63,78.12,157.3,Portland,OR,USA,
224,"Libs, Andrew",M,23,214,189,239,6,18.03,36.55,74.02,92.48,111.27,129.97,149.05,78.1,157.3,Ann Arbor,MI,USA,
270,"Scott, Brian M.",M,36,215,190,240,6.02,18,36.43,73.58,92.08,111.18,130.47,149.22,77.63,157.43,Naperville,IL,USA,
304,"Keefe, Bradley N.",M,33,216,191,241,6.02,17.9,35.67,71.95,90.1,109.08,128.65,148.45,75.88,157.45,Winnipeg,MB,CAN,
836,"Ward, Patrick",M,30,217,192,242,6.02,18.18,36.63,73.65,92.07,110.68,129.73,148.9,77.67,157.48,Cambridge,MA,USA,
F104,"Olaru, Nuta",F,43,26,2,243,6.02,18.45,37.05,74.73,93.42,112.3,131.08,149.17,78.92,157.48,Longmont,CO,USA,
330,"Hernandez, Hector",M,42,218,19,244,6.02,18.37,36.87,72.97,91.27,109.92,129.02,148.72,77.02,157.48,Chula Vista,CA,USA,
4863,"Autrey, Jonathan",M,31,219,193,245,6.02,19.43,37.77,74.28,92.48,111.08,130.12,148.9,78.17,157.58,Memphis,TN,USA,
593,"Lewis, Bradley L",M,27,220,194,246,6.02,17.87,35.73,71.75,89.93,109.2,129.22,149.05,75.62,157.58,Troy,NY,USA,
620,"List, Daniel W.",M,48,221,6,247,6.02,18.6,37.23,74.9,93.57,112.28,131.07,149.4,79,157.6,Powhatan,VA,USA,
962,"Princic, Daniel A.",M,34,222,195,248,6.02,18.6,37.1,74.32,92.75,111.58,130.37,148.92,78.33,157.68,Reading,MA,USA,
453,"Coffed, Dougie",M,28,223,196,249,6.02,17.45,34.8,69.75,87.1,105.08,124.88,148.42,73.55,157.73,Atlanta,GA,USA,
331,"Deeg, Thomas",M,33,224,197,250,6.03,18.05,35.72,71.9,90.22,109.02,128.07,148.93,75.88,157.77,Eastham,MA,USA,
371,"Lafave, Jason",M,39,225,198,251,6.03,18.37,36.57,73.05,91.32,110.27,129.63,148.97,77.03,157.8,Sanford,MI,USA,
803,"Squire, Corey Z.",M,27,226,199,252,6.03,18.25,36.57,73.38,91.85,110.68,129.7,149.02,77.43,157.8,San Antonio,TX,USA,
183,"Hanlin, Cameron",M,26,227,200,253,6.03,18.02,36.25,72.38,90.52,109.32,128.98,148.75,76.33,157.82,Colorado Springs,CO,USA,
749,"Orloff, Conrad F",M,44,228,20,254,6.03,18.28,37.08,74.28,92.82,111.78,131,149.83,78.35,157.85,Columbia,MD,USA,
165,"Schlich, Daniel P.",M,21,229,201,255,6.03,17.35,34.48,70.98,90.48,110.37,129.97,149.57,75.2,157.87,West Point,NY,USA,
598,"Callahan, Patrick",M,41,230,21,256,6.03,18.55,37.17,74.55,93.08,111.87,130.85,149.6,78.6,157.88,Needham,MA,USA,
266,"Stone, Chris C",M,33,231,202,257,6.03,18.13,36.38,73.1,91.33,110.08,129.18,148.67,77.07,157.9,Edmonton,AB,CAN,
237,"Holowka, Tom",M,28,232,203,258,6.03,18.53,36.73,73.43,91.78,110.4,129.57,149.23,77.45,157.9,New Haven,CT,USA,
254,"Way, Dan",M,27,233,204,259,6.03,17.88,36.12,73.12,91.53,110.42,129.92,149.37,77.12,157.92,Toronto,ON,CAN,
151,"McElwain, Spencer",M,24,234,205,260,6.03,17.73,34.9,68.97,85.93,103.5,125.68,148,72.72,157.92,Bangor,ME,USA,
193,"Jurek, Samuel C.",M,27,235,206,261,6.03,18.15,36.23,73.32,91.98,111.38,130.88,149.72,77.37,157.97,Boston,MA,USA,
160,"Madut, Thomas G.",M,28,236,207,262,6.03,16.63,33.82,69.25,87.23,106.4,126.65,148.27,73.07,158.05,Mitchell,SD,USA,
319,"Reilly, Jason T.",M,31,237,208,263,6.03,18.48,36.4,72.93,91.27,110.42,130.43,149.6,76.78,158.12,Cumberland,RI,USA,
491,"Mendoza, Eric",M,29,238,209,264,6.03,18.02,36.02,71.73,89.68,108.35,127.92,148.7,75.65,158.15,Dorchester,MA,USA,
333,"Walsh, Anthony S",M,30,239,210,265,6.03,17.87,35.7,72.55,91.47,110.77,130,149.92,76.53,158.15,Boston,MA,USA,IRL
1430,"Redo, Franck",M,40,240,22,266,6.05,18.58,37.02,74.18,92.8,111.88,131.3,149.97,78.2,158.25,Marseille,,FRA,
1559,"Adkins, Frankie",M,40,241,23,267,6.05,18.37,36.57,72.7,90.87,109.68,129.33,149.22,76.65,158.28,Asheville,NC,USA,
609,"Ashfield, Christopher B",M,37,242,211,268,6.05,18.42,36.88,74.13,92.57,111.33,130.45,149.68,78.12,158.3,Seattle,WA,USA,
683,"Fagin, Thomas B.",M,25,243,212,269,6.05,18.4,36.7,73.87,92.27,111.18,130.17,149.83,77.87,158.32,Ledyard,CT,USA,
449,"Roulier, Sebastien",M,40,244,24,270,6.05,18.37,36.72,73.93,92.52,111.58,130.95,149.77,77.98,158.33,Sherbrooke,QC,CAN,
267,"Buslepp, Michael C.",M,32,245,213,271,6.05,17.25,34.83,70.27,88.05,106.82,126.5,148.12,74.13,158.35,Sterling Heights,MI,USA,
322,"Denucci, Christopher C.",M,34,246,214,272,6.05,18.42,36.8,74.1,92.68,111.82,131.28,150.3,78.13,158.43,Menlo Park,CA,USA,
971,"Washburn, Taylor B",M,28,247,215,273,6.05,19.63,38.7,76.42,94.98,113.52,132.37,150.58,80.58,158.47,Marion,MA,USA,
188,"Bowles, Eric",M,28,248,216,274,6.05,18.58,37.18,74.23,92.42,110.88,129.68,149.15,78.22,158.47,Santa Monica,CA,USA,
526,"Coughlin, Benjamin R",M,24,249,217,275,6.05,18.17,36.48,73.25,91.53,110.23,129.85,149.63,77.2,158.5,Worcester,MA,USA,
366,"Vrbetic, Adrijano",M,41,250,25,276,6.05,17.63,35.67,72.52,91.05,110.75,130.72,150.17,76.5,158.52,Ljubljana,,SLO,
1425,"Jones, Mark",M,27,251,218,277,6.05,19.25,37.22,73.13,91.43,110.4,129.85,149.55,77.08,158.52,Saginaw,MI,USA,
259,"Moser, Felix",M,29,252,219,278,6.05,17.88,35.8,71.6,89.47,108.15,128.53,148.85,75.52,158.57,Cambridge,MA,USA,
338,"Garnier, Louis-Philippe",M,49,253,7,279,6.05,18.25,36.58,73.98,92.78,112.13,131.5,150.45,78.03,158.57,Montreal,QC,CAN,
393,"Mercer, Dickson",M,32,254,220,280,6.05,17.55,34.92,70.17,88.33,107.85,128.38,148.95,74.08,158.62,Washington,DC,USA,
535,"Mickle, Iain",M,53,255,3,281,6.07,18.1,36.22,73.38,91.85,111.08,130.48,149.82,77.4,158.63,Sacramento,CA,USA,
912,"Chaisson, Stan J",M,31,256,221,282,6.07,18.42,36.92,73.88,92.08,110.83,130.12,149.58,77.87,158.67,Charlottetown,PE,CAN,
2207,"Lantz, Jason C",M,32,257,222,283,6.07,19.45,38.2,75.43,93.8,112.53,131.48,150.37,79.43,158.7,Lancaster,PA,USA,
676,"Betkowski, Piotr",M,26,258,223,284,6.07,18.78,37.55,75.27,94.05,113.12,132.3,150.78,79.45,158.75,Toru,,POL,
272,"Bedbury, Nick",M,25,259,224,285,6.07,17.33,34.68,70.65,89.55,108.9,129,149.58,74.67,158.75,Syracuse,NY,USA,
639,"Schersten, Ben",M,34,260,225,286,6.07,18.25,36.6,73.68,92.28,111.47,130.78,150.38,77.72,158.75,Somerville,MA,USA,
714,"Rolfes, Greg",M,26,261,226,287,6.07,18.6,37.37,75.22,94.02,113.02,132.02,150.63,79.32,158.77,San Francisco,CA,USA,
213,"Raulli, Chris",M,25,262,227,288,6.07,17,34.25,69.27,87.75,108.33,128.8,149.53,73.12,158.77,North Syracuse,NY,USA,
392,"Ingram, Russell D.",M,32,263,228,289,6.07,18.92,37.62,75.02,93.6,112.48,131.65,150.42,79.12,158.78,Yukon,OK,USA,
735,"Heli, Jonathan",M,32,264,229,290,6.07,18.57,37.05,74.5,93.23,112.42,131.63,150.58,78.62,158.8,Portland,OR,USA,
F28,"Portis, Laura A.",F,27,27,25,291,6.07,18.18,36.47,73.28,91.98,111.85,131.77,150.63,77.32,158.8,Kalamazoo,MI,USA,
197,"Heffron, Rich",M,30,265,230,292,6.07,17.9,35.45,71.1,89.47,109.07,129.4,149.88,75,158.82,Chicago,IL,USA,
395,"Rudowsky, Thomas R",M,21,266,231,293,6.07,16.95,34,69.07,86.97,106.62,126.55,149.77,72.92,158.92,Lexington Park,MD,USA,
558,"Enright, Michael",M,26,267,232,294,6.07,17.32,35.02,72.18,90.95,110.33,130.17,150.05,76.25,158.92,Hamilton,ON,CAN,
919,"Lofton, Matthew",M,35,268,233,295,6.07,18.47,37.13,74.35,92.77,111.95,131.12,150.17,78.38,158.92,Winchester,VA,USA,
168,"Mariano, Gregory F.",M,28,269,234,296,6.07,17.25,34.58,69.58,87.05,105.32,125.73,147.82,73.4,158.98,Alexandria,VA,USA,
318,"Weppler, Jason V.",M,38,270,235,297,6.07,17.93,35.9,72.25,90.7,109.82,129.57,149.62,76.25,158.98,Shallow Lake,ON,CAN,
1218,"Shadley, Jeffrey T.",M,45,271,8,298,6.07,18.4,36.9,74.27,92.9,112.02,131.25,150.3,78.32,159,Idaho Falls,ID,USA,
648,"Bain, Ross D.",M,33,272,236,299,6.07,18.73,37.7,75.4,94.27,113.23,132.5,150.78,79.5,159.02,Toronto,ON,CAN,
222,"Ludovici, Benjamin",M,25,273,237,300,6.07,17.32,34.65,69.88,88.15,107.35,128.42,149.55,73.82,159.03,Oklahoma City,OK,USA,
603,"Blackwell, Ian A.",M,27,274,238,301,6.07,18.75,37.33,74.63,93.18,112.25,131.62,150.63,78.65,159.07,Arlington,VA,USA,
250,"Buschman, Mark",M,30,275,239,302,6.08,17.65,35.23,70.42,88.28,107.62,128.32,149.68,74.23,159.08,Frederick,MD,USA,
2212,"Harris, Stephen",M,22,276,240,303,6.08,19.3,38.35,75.6,93.9,112.45,131.75,150.73,79.65,159.08,Henderson,NV,USA,
405,"Gamble, Sonny S",M,26,277,241,304,6.08,17.9,35.9,72.3,90.47,109.42,128.75,149.35,76.27,159.12,Carlisle,MA,USA,
1342,"Button, Daniel",M,27,278,242,305,6.08,18.85,37.32,74.5,92.77,111.7,131.13,150.58,78.42,159.13,Acton,MA,USA,
546,"Carrington, Boyd J",M,41,279,26,306,6.08,18.27,36.7,73.67,92.67,111.9,131.67,150.75,77.7,159.18,Amityville,NY,USA,
243,"Chorney, David",M,26,280,243,307,6.08,17.1,34.17,69.05,87.55,107.68,129.07,150.1,72.95,159.23,Somerville,MA,USA,
302,"Sharman, Ian",M,33,281,244,308,6.08,18.05,36.23,73.25,92.45,112.1,131.68,150.8,77.32,159.23,Walnut Creek,CA,USA,GBR
356,"Apovian, Marcelo",M,41,282,27,309,6.08,18.4,35.77,71.78,89.75,108.25,127.23,148.53,75.65,159.25,Sao Paulo,,BRA,
364,"Harrison, Liam",M,35,283,245,310,6.08,17.65,35.67,72.82,91.82,111.3,130.98,150.63,76.97,159.25,Chappaqua,NY,USA,
667,"Koop, Jason",M,35,284,246,311,6.08,18.07,36.22,73.3,91.83,111.23,131.03,150.78,77.32,159.27,Colorado Springs,CO,USA,
571,"Duncan, Chris",M,35,285,247,312,6.08,18.53,36.85,74.08,92.7,111.85,131.13,150.68,78.17,159.33,Brentwood,TN,USA,
35,"Njeri, Daniel N.",M,34,286,248,313,6.08,15.2,31.15,65.67,83.62,102.45,122.53,150.73,69.55,159.35,Eldoret,,KEN,
682,"Sherman, Logan",M,28,287,249,314,6.08,17.52,34.95,70.07,87.6,105.52,125.1,150.2,73.88,159.37,Plano,TX,USA,
746,"Kampf, Seth L",M,29,288,250,315,6.08,18.1,36.17,73.1,91.57,110.57,130.53,150.35,77.15,159.37,Phoenixville,PA,USA,
550,"Slusarek, Pierre",M,47,289,9,316,6.08,18.1,36.85,74.33,93.28,112.45,131.92,151,78.48,159.38,La Tuque,QC,CAN,
